text_a	text_b	label
没有我找不到的电影，	找不到想看的电影怎么办？	0
怎么除汗毛？	我的手表怎么越走越快	0
看漫画的软件哪个好用？	看漫画哪个软件好	1
怎样使自己思路清晰	如何让自己的思路清晰	1
人生难得几回精彩	人生难得几回情	0
你哪个学校的？	你是哪个学校的？	1
这部动画片叫什么名字？	请问这部动画片是什么名字？	1
脱胎换骨是什么意思	脱胎换骨什么意思	1
支付宝怎么下载啊	支付宝怎么下载了	1
农行怎么查余额在手机上	农行卡余额从手机上怎么查？	1
蓉中干红葡萄酒哪里卖	冰红葡萄酒可以到哪里买	0
今天广州的天气怎么样啊？	今天，广州的天气怎么样？	1
求手机苹果用什么播放器好	苹果手机用什么播放器	1
男人穿内裤打一日本车名	日本男人穿的内裤是什么	0
怎么折纸飞机	折纸飞机怎样写	0
删除手机内部文件	手机不能删除文件	0
支付宝限额怎么提高	怎么提高支付宝限额	1
劈腿有什么好处	笑有什么好处啊	0
这个韩国料理叫什么	这些是什么韩国料理	1
魔兽世界怎么修改字体	魔兽世界，怎么改字体	1
喜羊羊的大结局是什么？	喜羊羊大结局是什么	1
羌笛何须怨杨柳下一句是什么？	羌笛何须怨杨柳下一句是什么	1
最好玩的三国网页游戏	有哪些好玩的三国网页游戏	1
海贼王娜美图片	海贼王图片，要有路飞	0
重庆的小面为什么这么好吃？	你看起来好像很好吃貘活了吗	0
什么的雨丝？	一什么雨丝啊？	0
我的世界手机版为什么可以坐着	我的世界手机版如何跑得更快	0
什么的花坛	花坛里的花像什么	0
篮球火第二部	篮球火第二部在哪	1
求一本修真小说	找一本修真小说	1
最近有什么好看的电视剧推荐一下！	推荐一下最近有什么好看的电视剧	1
梦见爱人死了	梦见自己把爱人的腿打掉了	0
苹果都有些什么颜色？	苹果6都有什么颜色的图片	1
放羊的星星能有续集吗？	放羊的星星有续集吗？叫什么？	1
梦见自己剪自己头发	梦见自己的头发掉光了	0
手机玩啥可赚话费	手机话费可以买什么	0
微信视频如何	微信怎么传视频	0
地下城异界怎么打	异界地下城在哪里？怎么去？	1
时光不老，我们不散求英文最美翻译	时光不老我们不散是什么人写的	0
关于学习的座右铭	有关学习的座右铭	1
大长脸的女生适合什么发型	长脸女学生适合什么发型（最好附带照片）	1
如何求平均速度？	平均速度怎么算？	1
七情六欲指的是什么生肖	七情六欲意心歪指什么生肖	0
什么车的车标	是什么车标	1
做一下。初一数学。	帮一下初一数学。	1
苹果手机用什么桌面软件好看	苹果手机用什么桌面好看	1
求此图出处啊？	求此图的出处	1
上火该吃什么药才好啊	上火了，该吃什么药好	1
这个动漫人物叫什么名字？	这个动漫人物名字求	1
求小说封面！	小说求封面。	1
天天酷跑每局几次穿越奖励	天天酷跑10000以后有穿越奖励吗	0
日语发音那哭啊什么意思啊	日语发音男嘚诶是什么意思	0
您好，一个支付宝号只能绑定一个淘宝号，是一对一的。	您好，一个淘宝是只能绑定一个支付宝账户的哦	1
天天酷跑什么时候好友馈赠才能送	天天酷跑什么时候可以馈赠好友？	1
求好看的历史言情小说	求好看的历史军事小说	0
早餐吃什么好？	一般早餐吃什么？	0
富二代是什么意思？	二代狗什么意思	0
衣服上墨水怎么洗	衣服上有墨水怎么洗啊?	1
定金和订金的区别	铁的密度高还是铜的密度高	0
哪个颜色好看	哪个颜色好看！	1
时间和金额是	现在还是正常的处理时间范围内的	0
深圳龙华是在那个区	深圳龙华那些人都住哪了啊	0
我的世界地图怎么用。	世界地图怎么画？	0
真理的反义词是什么	真理的的反义词是什么？	1
我的世界作弊器怎么下载	我的世界神器修改器怎么下载，求解	1
我的世界怎么看版本？	我的世界那个版本有狼人	0
【股票】这是什么意思？	股票是什么意思	1
这个表情系列叫什么？	这个表情叫什么系列？	1
在百度上如何发帖	怎样在百度上发帖	1
帮忙找一首歌	急：请大家帮忙取名！	0
什么药可以治冠心病吖？	冠心病吃什么药	1
赵本山会上春晚吗	赵本山会上春晚吗？	1
晚上洗脸后什么都不擦好吗	晚上洗脸好吗	0
李代沫他爸是谁	李代沫是谁	0
黑道校园小说	黑道小说(校园)	1
求一些励志的图片！	求一些励志图片	1
初二数学，给好评	初二数学好评	1
为什么最迷人的最危险?	为什么最迷人的最危险呢	1
就是您的手机号啊	手机号也是您的	1
猪肚怎么做好吃？	桂林米粉的粉怎么泡才好煮	0
阿胶糕什么时候吃最好	阿胶浆什么时候喝最好	0
驾照扣分怎么查询？	怎么查询驾照扣分	1
这种万宝路叫什么。多少钱	这种万宝路叫什么？多少钱？	1
qq申诉成功凭证	申诉成功凭证在哪里找	0
为什么小米4手机一打电话就黑屏了	为什么手机一打电话就黑屏	0
上海长风海洋世界路线图	上海长风海洋世界	0
哪里有中国地图卖	中国地图哪里有卖	1
此猫是什么品种？	此猫是什么品种	1
怎么能查询银行卡余额	如何查询银行卡的余额	1
今天是什么特殊的日子吗？	今天日子有什么特殊？	1
徐良的考试什么的都去死吧英文版歌词	像考试什么的都去死吧的歌曲	0
有关于爱国的歌曲	请日与星星有关的诗句有哪些？	0
古剑奇谭的同人小说，	古剑奇谭的同人小说	1
有女生打男生的故事吗	女生的乳头上有毛吗	0
美好的近义词是什么	美好的近义词是什么呢	1
今天是什么特殊日子吗	有个男生说今天是个特殊的日子，是什么日子	1
感冒可以喝牛奶吗	感冒能喝牛奶吗？	1
求这个表情原图	求一张橡皮章素材的原图	0
哪里下《海贼王》超清全集	哪里可以看海贼王全集	0
谢娜怀孕了吗	谢娜怀孕了么	1
魔兽争霸类的小说	关于魔兽争霸的小说	1
人的克星是什么？	我的是什么眼睛，好看吗？	0
最近北京天气怎么样？	北京最近天气如何	1
扬州有什么好玩的地方	扬州有什么好玩的地方…	1
三星手机系统怎么更新啊	三星手机怎么更新系统	1
秦城监狱在哪里呢？	秦城监狱在哪里	1
蜂蜜能美容吗	蜂蜜可以美容吗？	1
世界杯吉祥物叫什么？	这次世界杯的吉祥物是什么	1
你是天猫客服吗	天猫客服难做吗	0
现在什么游戏最火	现在玩什么游戏能赚钱？	0
给领导送什么礼物好呢	送领导送什么礼物好？	1
成熟男客户过生送什么礼物最合适	男客户过生日送什么礼物	0
怎样给手机相册加密	手机相册怎样加密？	1
你是那个快递公司的	你是快递公司的？	0
鞍山婚纱摄影	海派印象婚纱摄影	0
一叶子新鲜面膜授权如何取得？	怎么取得一叶子新鲜面膜授权？	1
甲鱼和什么食物不能一起吃?	甲鱼不能和什么一起吃	1
描写菊花颜色的词语	描写荷花颜色的词语	0
求哔哩哔哩弹幕网的邀请码！	求哔哩哔哩弹幕网邀请码	1
煮海带的汤怎么粘	怎么炒海带根	0
剑灵什么时候在开新区？	剑灵新区什么时候开	1
网上购物怎么样？	怎么样网上购物?	0
说说你最喜欢哪个国家	说说你最让你感动的一句话．	0
广东和江苏哪个发达	广东和江苏哪个更发达	1
嘱咐的意思是什么	嘱咐是什么意思	1
广东快乐十分跟号	广东快乐十分和值	0
最好的叶酸是什么牌子	孕妇，吃什么牌子叶酸好啊	0
找一些好听的日语歌	求好听的日语歌！	1
我的脸型适合留中分吗	我这脸型适合留中分吗	1
车辆违章怎么在手机上查	用手机怎么查询车辆违章	1
关于成语的运用	求，答案？关于蛇的成语	0
南阳理工学院怎么样啊？	南阳理工学院怎么样？	1
谁敢说你喜欢吃香蕉？	你知道我最喜欢吃什么吗？	0
汽车用品哪里全	汽车用品那里好	1
恩，马上为您转接处理，辛苦您了。	亲立马给你转接可以吗亲麻烦你了亲	1
请输入港澳台居民大陆通行证的后4位（证件上的身份证。）	中国银行储蓄卡支持身份证、护照、港澳来内地通行证（即回乡证）、台胞证	0
火车上可以带菜刀吗？	做火车可以带菜刀吗	1
谁能告诉我这是什么字体？谢谢哦	谁能告诉我这什么意思？(戳图)	0
天天酷跑可以送钻石么？	天天酷跑还能刷钻石吗	0
建筑高度是如何计算的?	建筑的总高度要把女儿墙的高度计算在内吗？	0
怎样可以使头发快速生长	怎样使头发快速生长?	1
笨蛋测验召唤兽小说	笨蛋测验召唤兽小说全部	1
有没有血腥的炫酷战斗的日本动漫	日本有什么很血腥的动漫	0
谁知道空的繁体字怎么写	有谁知道芊的繁体字	0
王菲在唱传奇时，想的是谁	王菲的《传奇》是唱给谁的	0
有谁知道这是什么字体啊？谢谢，急求~	有谁知道这是什么字体？谢谢！	1
羊毛被如何清洗呢？	滩羊毛怎么清洗	1
男人为什么都很花心？	男人为什么都那么花心	1
逆战安装不了	剑灵为什么会这样不能安装	0
您好.您可以通过电脑打开这个链接.	这个您可以直接拨打电话的	0
如何与女朋友相处	怎么和女朋友相处啊？	1
求：一部香港电影	求一部香港电影。	1
胳膊上有小疙瘩	胳膊起疙瘩。	1
写赞美老师的诗句。	关於赞美老师的诗句	1
世界上最聪明的狗是什么品种？	世界上最愚蠢而又最聪明的是什么	0
匆匆那年完整版	求《匆匆那年》完整版	1
怎样使自己变得健谈？	如何变得健谈	1
怎么销售鞋子	怎么去销售鞋子	1
怎么调整好心态	如何调整好心态？	1
社会学概论新修的问题	如何学好社会学概论新修第三版	0
过生日去哪里吃饭好	爸爸不要了啦好粗	0
男士怎样减肥呢？	男士如何减肥？	1
微信为什么打不开链接	为什么我用微信打不开链接？	1
谁能打出这个字	谁能帮我打出这个字？	1
问道现在玩什么好呢	问道现在玩什么好	1
日本现在能打的过中国吗	现在中国人都恨日本人吗	0
这模特谁叫什么	这个模特叫什么？	1
请问哪里有黄梅戏的下载地址呢	哪里有全段的黄梅戏视频下载	1
关于希特勒电影	有关希特勒的电影	1
帮忙起个网名。	请帮忙起个网名	1
方便的反义词是什么？	方便的反义词是什么	1
五年级小学生作文家用电器的说明文500字	苹果的说明文[小学五年级400字]	0
有废旧的钢筋吗	有山西太原的吗	0
古希腊音乐之父是谁？	欧洲音乐之父是谁?	0
婚外情的爱，会有真爱吗	我这样爱你有错吗？	0
初一数学，方程解，	初一数学用方程解、	1
辣年糕怎么做？	年糕怎么蒸	0
这个网络红人是谁…	这个女的是谁？是网络红人么？	0
现在大家都玩什么网游呢	大家都在玩什么网游现在？	1
小米和华为荣耀到底哪个好	小米和华为荣耀哪个好?	1
今年流行色是什么	今年流行色什么色？	1
预测世界杯冠军	世界杯预测冠军	1
糖尿病怎么治	如何把紫薯粥熬成紫色的	0
这种头像怎么弄	像这种头像怎么弄？	1
无刘海无发型怎么办	李玹雨蘑菇头怎么剪李玹雨	0
谁知道这是什么品牌吗？	谁知道这是什么品牌？	1
找一本穿越三国的小说	求一本穿越三国的小说	1
什么歌好听？	什么歌好听了	1
看最可爱的人是什么生肖	最可爱的人的生肖	1
喜羊羊与灰太狼太那个了吧	关于喜羊羊与灰太狼	1
我国书法篆刻的风格特点	书法篆刻集字大师注册文件	0
有什么好看的泰剧？	有什么好看的泰剧	1
各个省份的简称是什么？	各个省市的简称是什么？	1
梦到自己出车祸死了，	梦到自己出车祸死了	1
飓风战魂2哪个陀螺最强	飓风战魂1陀螺哪个厉害	0
房地产开发企业的开发产品是否属于商品	房地产开发企业的工作流程是什么？	0
人的一生中什么最重要	人一生中最重要的是什么	1
现在有哪些好看的动漫啊	关于现在好看的动漫有哪些~推荐	1
什么牌子沐浴露好？	什么牌子沐浴露好用？	1
东京食尸鬼多久更新一集？	东京食尸鬼多久更新一集啊	1
51海贼无双网页游戏如何进入游戏？542	海贼无双51海贼无双网页游戏如何进行充值？0830	0
最近天气如何	最近的天气如何	1
喜当爹是什么意思啊	喜当爹是什么意思急	1
南通文峰大世界三楼有哪些品牌呀	南通文峰大世界有这些牌子吗？	0
在淘宝上买东西能讲价么？	在淘宝买东西能讲价吗？	1
请问是绑定的时候提示您预留手机不一致吗？	您在操作充值时，不要点击勾选那个协议，就不会提示预留手机号不一致的	0
梦见抱着小女孩	梦见抱小女孩	1
哪些食物不宜放在冰箱	哪些食物不宜放在冰箱。	1
反犬旁加个京是什么字？	反犬旁加个因是什么字	0
2o14年排名前五十名的陶瓷品牌	陶瓷十大品牌排名	0
求此头像的情侣头像	求给这女头像配一个情侣男头像	0
头发白，吃什么能变黑	吃什么可以头发变黑	1
烟草公司这样做合法吗？	烟草公司用硫酸钾做什么	0
哪个网站订机票最便宜？	从哪个网站订机票最便宜？	1
韩国人英语说的怎么样	韩国人怎么学英语	0
短卷发怎么扎好看	卷发马尾怎么扎好看	0
关于百里挑一	《百里挑一》的谢梦	0
怎么获取欢乐豆	如何获取欢乐豆	1
邯郸英才网怎么样	邯郸英才网怎么样？	1
网上玩棋牌哪里好？彩虹乐园棋牌怎么样？	在网上玩什么类型的棋牌好呢？说说呗	0
藏獒为什么这么贵	藏獒见人不咬为什么	0
求投诉京东商城途径。除了他们自己的投诉电话	关于京东商城交易投诉电话?谁能帮帮我?	0
什么不如什么词语	词语开什么不什么	0
大家看这个恐龙类的电影叫什么	有关恐龙的电影有什么？	1
比萨斜塔是哪个国家的	比萨斜塔所在国家	1
第二个字是箭的成语	第三个字是秋的成语	0
英雄联盟怎么赚钱快	英雄联盟怎么赚钱快啊？	1
海鲜中什么最好吃？	什么海鲜最好吃	1
玄幻小说全本排行榜	求主角十分低调但实力很强的玄幻小说	0
叼嗨多对身体有害吗？	吃冻梨对身体有害吗	0
怎样注册新商盟烟草网上订货	新商盟烟草网上订货怎么充值金额	0
百度贴吧的帖子怎么删除	怎么删除百度贴吧上的帖子！	1
怎么去测试人家喜不喜欢你	怎样测试他喜不喜欢你？	1
有没有什么好看的搞笑的电视剧	现在有什么好看的搞笑电视剧啊	1
帮我找一下这个情侣的头像吧	谁能帮我找找这个头像的情侣头像	1
弹弹堂如何刷点卷	弹弹堂怎么刷点卷	1
小米平板能打电话么？	手机可以远程控制吗？	0
江西生物科技职业学院物流管理要交培训费吗?	江西生物科技职业学院的计算机专业是否保证就业	0
喝山楂水，可以减肥吗？	山楂可以怎么减肥啊	0
北京海淀区的圆通快递地址？	北京朝阳区双井桥附近有圆通速递公司吗？	0
没有户口本可以领结婚证嘛	没有户口本可以领结婚证吗	1
陈赫和他老婆是离婚后参加的节目吗	陈赫和他老婆离婚一个月后参加的节目	0
给我一个理由忘记一个人	求给《给我一个理由忘记》的吉他谱	0
奥特曼死了吗	大人被吓到后有啥症状？	0
有什么在家带孩子可以做的兼职么？	在家带孩子，有什么兼职可以做呢？	1
女生被男生进去是什么感觉	男生进去女生是什么感觉	0
终于什么意思？	终于是什么意思？	1
牙神经是什么颜色的	何云伟问于谦蚂蚁的牙齿是什么颜色	0
世界上最小的哺乳动物是？	世界上已知最早的水生哺乳动物是?	0
这个游戏的中文名字是？	这个游戏的中文名字？	1
我提的问题在哪里看答案	哪里能买到沪教七年级下册数学书	0
世界上最毒的蛇是什么蛇？	世界上最毒的草是什么草？	0
我还是直接给您发送邮件操作找回这个邮箱账户的密码	如果是找回账户的话，这边是可以给您发送邮件操作找回的	0
入党积极分子思想汇报怎么写？	入党积极分子思想汇报怎么写、一般写多少字	1
这个号码好么	谁敢打这个号码	0
钓凯子是什么	什么叫钓凯子	1
这是那个动画片	这是什么动画片啊？	1
淘宝上卖家发货了没收直接退回能申请退款吗	淘宝卖家24小时未发货，申请退款能成功吗？	0
怎样下载小苹果高潮版	小苹果高潮版怎么下载	1
多么痛的领悟	多么痛的领悟，你是我的全部	1
情侣头像求啊，高清的	求这个高清头像情侣的。	1
怎样分别完美芦荟胶的真假？	急！怎样分完美芦荟胶真假？	1
适者生存的前一句是什么	适者生存的下一句是什么	0
您的这个账户中有没有资金损失呢？	核实到您的资金的转账是成功的，是否是您的转账资金被骗了吗？	0
手指扭到了怎样快速好起来？	手指挤了怎么办？怎样快速消除？	0
你们谁是同性恋？	世界杯谁会是冠军猜	0
龙门飞甲下载	龙门飞甲在那下载	1
在淘宝上买东西可靠吗	淘宝买东西可靠吗？	1
交通事故处理单	交通事故处理	0
什么时候放暑假？	你们什么时候放暑假	1
男鞋那个品牌好	哪个男鞋品牌好	1
水浒传的问题	《水浒传》中的问题	1
最长的河是什么河？	什么车最长？	0
谁帮我弄透明头像	谁帮我弄张文字图片	0
学习英文有没有好的阅读网站？	英语学习的网站有哪些？	0
办公自动化设备有哪些	办公自动化设备	1
穆婷婷的老公是谁	张睿的女朋友是杨幂吗	0
平安银行信用卡积分10000分能冲多少花费?	平安信用卡多少积分能提额	0
学历证书号是什么	微信公众号是什么样的？求图？	0
英语音标怎么打	英语音标怎么拼阿	1
快递员放假到什么时候？	快递员什么时候放假	1
世界上最深的海沟是？	世界第一大的淡水湖是那个？	0
用震动棒什么感觉	用震动器什么感觉	1
与校花同居的日子	和校花同居的日子	1
工龄工资如何计算	我的工资和工龄该如何计算	1
皮肤黑的人穿什么颜色的好看	黑皮肤穿什么颜色好看	1
支付宝红包口令怎么获得？	支付宝红包口令怎么获得的	1
时空猎人怎么提升战斗力	时空猎人怎么提高战斗力	1
蹉跎是什么意思？	蹉跎什么意思？	1
最吝啬的人一一写出恰当成语	最吝啬的人成语是什么	1
忘记了支付宝支付密码怎么办	支付宝支付密码忘记了怎么办	1
知道这个美女是谁吗	你知道这个美女是谁吗	1
怎样做带鱼段好吃	带鱼怎么做好吃？	1
山西中考成绩查询	地理中考成绩查询	0
常做什么样的运动可以提高身体协调性？	做什么运动可以提高身体协调性	1
微信一天能加多少好友	一天能加多少微信好友	1
晚上尿多吃什么药	晚上吃什么饭啊	0
为什么刘德华到现在都还没有结婚呢…	刘德华当年为什么不敢结婚	0
手机忘记密码怎么办	忘记小米账户密码	0
求风暴英雄激活码	求风暴英雄激活码。	1
天龙八部黄日华版	关于黄日华版的天龙八部	1
微信视频怎么看不到自己	微信视频看不到自己	1
微信电脑版怎么登陆	微信电脑怎么登陆	1
求修改图片中的数字，	求去除图片中的水印、	0
合肥电子工程学院有什么专业	合肥解放军电子工程学院管理很严吗？	0
谁告诉我这部电影的名称。	谁告诉我这部电影名字	1
网游好看的文，有哪些？	有哪些好看的言情文，网游文啊	1
什么牌子的地板砖好？	什么牌子的地板砖好呀	1
找一篇写蛊的小说	求一篇小说名	0
魔域仓库密码忘了怎么办？	微信密码忘了怎么办	0
勉励别人的话叫什么	分别勉励的话是什么言	0
高山流水指什么生肖？	高山流水是指什么生肖	1
四川民族学院有专科么？	四川民族学院什么专业在B区	0
拟人句怎么写？	拟人句怎么写	1
为什么一吃饭就流鼻涕？	为什么吃饭的时候爱流鼻涕？	1
顺德职业技术学院怎么样？	《江苏城市职业学院》怎么样啊？	0
哪里的风景最美？	那里的风景最美？	1
什么牌子婴儿背带好？	婴儿背带什么牌子好？	1
怎么用手机扫描电脑上的二维码	手机怎么扫描电脑上的二维码	1
用什么洗发水好用？	什么洗发水好用	1
如何去除脸上凹坑	百度不好使	0
这个发型叫什么名字？	求这个发型的名字	1
短发美女叫什么名字	这个短发美女叫什么名字啊？	1
麻烦提供一下您的邮箱账户	麻烦您提供一下邮箱账户	1
成龙的真名是什么？	成龙的真名是什么	1
宝宝用什么材质凉席好	婴儿车的凉席垫子用什么材质的好	1
蝙蝠侠和超人有什么区别	超人跟蝙蝠侠有什么区别？	1
您好余额宝转出是走的交易日.周六周日不是交易日很抱歉.	是这样的，交易关闭或者交易成功都是需要等待下15天后才是操作注销的	0
欧美电影棵幻片三字	求几部经典欧美电影	0
没有尾巴的熊是什么熊？	什么猪没有尾巴	0
猪肉怎么炒好吃？	怎么炒猪肉更好吃	1
此阅读短文答案	她长的像我妈阅读答案	0
冥祭这个词是什么意思	读你这个词是什么意思？	0
冰糖炖梨吃了治咳嗽吗？	冰糖熬梨治咳嗽吗？	1
小金鱼吃什么	两个月的金毛吃什么狗粮好啊	0
您好，您提供一个没有注册过支付宝账户的邮箱的。	您先提供一个没有注册过支付宝账户的邮箱	1
怎么用微信约泡记录	怎么查别人的微信记录	0
洛克王国这服装怎么得的？有图	洛克王国中学生服装在那弄？	0
同桌的你，在哪个视频里可以看	谁有同桌的你视频	1
魔兽世界声音有问题	魔兽世界声音问题	1
你喜欢魏晨吗	你喜欢李易峰吗	0
现在保定附近什么地方最好玩，放松心情，一日游	保定元旦有哪里比较好玩。和女朋友，散散心	0
火车票可以异地退票么	火车票异地可以退票吗	1
哪一种的空气净化器最好	说下，空气净化器哪一种是最好的	1
怎么可以提高口才能力？	怎么才能把自己的口才能力提高	1
请大家给我推荐几个好玩的“网页游戏”	有没有比较好玩点的网页游戏，大家推荐一下~	1
怎样用微波炉做蛋糕	用微波炉怎么做蛋糕	1
金额和时间是	只要和支付宝发生的交易金额.时间匹配就可以了	0
浪子回头什么意思？	浪子回头是什么意思啊	1
谢娜要和张杰要结婚了吗？	张杰和谢娜结婚花了多少钱	0
面膜天天敷可以吗？	面膜可以天天做吗	1
分数乘整数的计算法则是什么	分数乘分数和分数乘整数的计算法则是什么	1
心理学实用书籍	实用心理学书籍	1
一体机的好处是什么	一体机有什么好处	1
哪里有免费推荐股票的了？	哪里有每日提前免费推荐涨停股票的？	0
滴水能把石穿透,万事功到自然成的出处	滴水能把石穿透,功到自然成例子	0
现代军事题材的电视剧有哪些	有好看的现代军事电视剧吗	0
脸上有疤痕怎么去掉	如何去掉脸上的疤痕	1
网络用语(沙发)是什么意思	沙发的网络用语是什么意思	1
心情极度郁闷，该怎么办？	心情郁闷时，该怎么办	1
星影联盟怎么下	星影联盟怎么玩	0
怎么看电动车电量多少	电动车怎么看电量啊	1
如何快速学英语	如何快速被下英语	1
你若安好便是晴天是什么意思	一切安好便是晴天是什么意思	0
这个世界上有真爱吗？	在这个世界有真爱吗？	1
美的空调和格力空调那个好	格力空调与美的空调那个好	1
忍俊不禁的忍是什么意思	忍俊不禁是什么意思？	0
电脑怎么写符号	这个符号在电脑上怎么打	1
为什么男人不能生孩子那?	为什么男人不能生孩子	1
心花怒放！在哪里看	心花怒放那里可以看	1
电脑的声卡在哪里设置	电脑USB设置在哪里	0
在网上怎么买东西呢？	如何在网上买东西	1
您现在的情况是需要您把这个报错的截图提供下这边才是可以为您仔细核实的	如果您方便可以提供一下您收支明细的截图，也方便我这边为您核实确认	0
不假思索的假什么意思	不假思索的假是什么意思？	1
最近的暴风影音怎么看不了视频了？	新下的暴风影音怎么看完的视频删不了啊	0
我的世界最新版下载存档	我的世界存档下载	0
这是什么软件美化的？	这是什么美化软件啊！？	1
绿色上衣配什么颜色裤子好看	酒红色的裤子配什么颜色的鞋子？	0
怎么看笔记本电脑配置	这笔记本电脑配置怎么样？	1
这个动漫人物的出处	这个动漫人物的出处.	1
请问这花叫什么名字？	请问这花名字	1
求教字体	字体加粗	0
奥拉星怎么打奇灵王(急)	奥拉星奇灵王怎么送	0
v5新版微博皮肤怎么弄透明啊?崩溃~	新浪微博留几手我的前任是极品	0
中通快递单号查询中	中通快递单号查询	1
脸上的坑坑洼洼怎么去除？	怎样有效的锻炼腹肌	0
怎样可以使胸部变小	胸部大怎么变小？	1
女性怎样进入高潮快啊？进入高潮什么感觉？	成功进入社会了？什么感受？	0
这个车灯泡上的标识的是什么意思？	朗逸转速表中这个黄色的提示图标表示什么意思？	0
女屌丝如何逆袭	屌丝的逆袭怎么过	0
现在什么电视剧最火？	现在什么电视剧最火	1
这韩文什么意思	韩文怒那是什么意思？	0
住房公积金怎么提取	怎么提取住房公积金？	1
求老电影名	剑灵游戏名。女的。	0
飞黄腾达指什么生肖	飞黄腾达属什么生肖	1
填空什么的世界	什么的世界填空	1
这上面的英文是什么意思啊	这上面英文都是什么意思啊？	1
赛尔号买号要螳螂	赛尔号小螳螂在那啊	0
手机怎样下载漫画	怎样下载漫画到手机里	1
有谁天天飞车破解版？	谁有破解版的天天飞车？	1
做地铁怎么去广州海印又一城奥特莱斯	广州番禺后迎宾路东侧海印又一城做几号线地铁到	0
经典老歌有哪些	给我一些经典老歌！	1
有色冶金与钢铁冶金哪个就业好	冶金工程考研考有色还是钢铁好	0
街机千炮捕鱼怎样才能多赢金币	街机千炮捕鱼发短信什么时间开启	0
天天酷跑大猫头什么样	天天酷跑大猫头在哪	0
牛奶可以和鸡蛋一起吃吗？	鸡蛋可以和牛奶一起吃吗？	1
怎样扎马尾辫好看	马尾怎么扎好看	1
什么太空被好	太空灶是什么	0
怎样去除水壶里的水垢	水壶里的水垢怎么去除？	1
酒后驾车依据法律要受到什么处罚	酒后驾车行政处罚的标准是什么	0
淘宝店铺怎么收藏	淘宝店铺收藏怎么写	1
洛克王国稀有宠物都有什么？	洛克王国的稀有宠物是什么	1
湖南郴州明星学校复读收费标准	郴州明星学校老师电话号码	0
在淘宝上怎么买火车票	在淘宝怎么买火车票？	1
女朋友叫我给她取个小名，我不知道取什么才好？	我想给我女朋友取个小名？朋友们帮帮忙！	1
神雕侠侣陈晓版全集下载？	神雕侠侣陈晓版哪里看全集？	0
怎样才能用电脑给手机发短信	怎么用电脑给手机发短信	1
历史上姓杨的名人	历史上姓周的名人	0
寄快递要注意什么	寄快递要自己包装吗	0
怎么用手机免费刷钻？	手机怎样免费刷钻？	1
采菊东篱下下句是什么？	采菊东篱下的下句是什么?	1
赵奕欢好看吗？	神雕侠侣好看吗？	0
怎么在图片上加水印	怎样给图片加水印？	1
这是谁啊，叫什么名字，韩国的，	这韩国人叫什么名字	1
和蔼的反义词是什么	和蔼的反义词是什么？	1
苹果4手机掉了,怎么定位找回	我的苹果5手机掉了，怎么定位找回？	1
在绑定的时候提示您什么？	在绑定的时候提示您的是什么？	1
这是死飞还是神车？	这个是死飞还是神车啊	1
好看的禁忌恋小说	好看的伪禁忌恋小说	0
电脑可以自己恢复出厂设置吗？	手机为什么不能恢复出厂设置了	0
怎么用塑料管折星星，要有图的	那种塑料管的星星怎么折~！啊	1
杰出的反义词是什么	恶劣的反义词是什么	0
哪些网站可以免费发布信息？	有哪些可以免费发布信息的网站	1
这个是在支付宝的手机是无法使用长的。	手机号是您在使用，但是支付宝账户不是您的。	0
如何用高锰酸钾制取氧气	高锰酸钾怎样制取氧气？	1
求音乐：又不是这样就不孤独	求音乐：不是这样就不孤独	0
女生向男生告白情书怎么写?	男生对女生的表白情书怎么写	0
无锡电动车哪个好	无锡电动车网	0
各位早上好啊！	各位，早上好	1
有哪些很好看的日本动画？	有哪些好看的日本动画	1
由依喵眼睛是什么颜色的？	什么颜色对眼睛好	0
什么牌子的液晶电视好	液晶电视买什么牌子好	1
从桂林坐火车或汽车可以带宠物吗？	坐长途汽车可以带宠物吗？有安检。	0
什么牌子的冰箱最好？	冰箱什么牌子的最好？	1
天天向上吴恙唱的是什么	天天向上吴恙唱的什么歌	1
这个日本女演员的名字	这个日本的女演员是什么名字	1
现在什么美剧好看。	现在有什么好看的美剧吗	1
怎么查找同名同姓？	怎么查找同名同姓的人	1
天天酷跑什么时候可以送大礼包	谁可以送我天天酷跑大礼包？	0
不怕冷的女生冬天送什么礼物好	冬天送女生什么礼物好？	0
狄仁杰之通天帝国好看吗	狄仁杰之通天帝国好看吗？	1
什么是对，什么是错？	什么是对什么是错？	1
女朋友不是处，我该怎么办？	女朋友让我黏她，我该怎么办？	0
喝了用电饭煲煮的中药会有什么反应	用电饭煲可以熬中药吗，熬了会对药效影响有多大	0
怎么组词谁能告诉我	弈组词，告诉我怎么组	1
建议您使用支付宝账户登录，您看可以吗？	建议您是使用支付宝账户登陆的	1
哪里买的有买的有摩托车彩灯	哪里有卖工业酒精的？多少钱？	0
如何在网上交电话费？	网上交电话费怎么交	1
一尘不染是什么意思	一尘不染什么意思	1
落户口需要什么手续	上户口需要什么手续	1
怎么样才能把鼻梁变高？	怎么样让自己的鼻梁变高？	1
女生额头宽适合什么发型	额头宽的女生适合什么发型	1
离婚无住房离婚分户申请书怎么写	离婚无住房分户申请书怎么写	1
车水马龙是什么生肖？	车水马龙是什么生肖	1
怎样自己用电脑刷机，三星的	手机怎么刷机啊自己在家用电脑可以刷吗	0
辽宁财贸学院怎么样?	辽宁财贸学院离青岛远吗	0
